Review #,Brand,Variety,Style,Country,Stars,Top Ten,run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
2580,New Touch,T's Restaurant Tantanmen ,Cup,Japan,3.75,,30-04-2018 13:48,201801,ABERDEEN,POLAND,GDANSK,WIZZ AIR,S,18,0,2,10,40,30,5,0,0,5,0,0,0,10,11,19,63.157895,33.736842
2579,Just Way,Noodles Spicy Hot Sesame Spicy Hot Sesame Guan-miao Noodles,Pack,Taiwan,1,,30-04-2018 13:48,201801,ABERDEEN,POLAND,WARSAW (CHOPIN),WIZZ AIR,S,12,0,0,0,0,58.333333,16.666667,16.666667,8.333333,0,0,0,0,0,21.583333,18,83.333333,7.055556
2578,Nissin,Cup Noodles Chicken Vegetable,Cup,USA,2.25,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),FLYBE LTD,S,60,0,2,3.225806,58.064516,25.806452,1.612903,6.451613,1.612903,0,0,0,0,3.225806,5.683333,62,82.258065,12.16129
2577,Wei Lih,GGE Ramen Snack Tomato Flavor,Pack,Taiwan,2.75,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,FLYBE LTD,S,145,0,1,2.054795,63.013699,25.342466,6.164384,0.684932,2.054795,0,0,0,0,0.684932,4,176,81.818182,14.835227
2576,Ching's Secret,Singapore Curry,Pack,India,3.75,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,BRISTOL,BMI REGIONAL,S,57,0,2,3.389831,44.067797,20.338983,6.779661,6.779661,11.864407,1.694915,1.694915,0,0,3.389831,23.403509,65,80,22.384615
2575,Samyang Foods,Kimchi song Song Ramen,Pack,South Korea,4.75,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,CARDIFF WALES,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,89.74359,4.25641
2574,Acecook,Spice Deli Tantan Men With Cilantro,Cup,Japan,4,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,CARDIFF WALES,FLYBE LTD,S,47,0,6,3.773585,24.528302,39.622642,5.660377,9.433962,3.773585,0,1.886792,0,0,11.320755,15.744681,0,0,0
2573,Ikeda Shoku,Nabeyaki Kitsune Udon,Tray,Japan,3.75,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,DONCASTER SHEFFIELD,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123
2572,Ripe'n'Dry,Hokkaido Soy Sauce Ramen,Pack,Japan,0.25,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,EDINBURGH,FLYBE LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63
2571,KOKA,The Original Spicy Stir-Fried Noodles,Pack,Singapore,2.5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,S,1,0,1,0,0,0,0,0,50,0,0,0,0,50,70,0,0,0
2570,Tao Kae Noi,Creamy tom Yum Kung Flavour,Pack,Thailand,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,GLASGOW,FLYBE LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24.5
2569,Yamachan,Yokohama Tonkotsu Shoyu,Pack,USA,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,79.816514,11.614679
2568,Nongshim,Mr. Bibim Stir-Fried Kimchi Flavor,Pack,South Korea,4.25,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,FLYBE LTD,S,112,0,21,2.255639,28.571429,25.56391,6.015038,5.263158,13.533835,2.255639,0.75188,0,0,15.789474,24.776786,0,0,0
2567,Nissin,Deka Buto Kimchi Pork Flavor,Bowl,Japan,4.5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,KIRKWALL,EASTERN AIRWAYS,C,2,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0
2566,Nissin,Demae Ramen Bar Noodle Aka Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,KIRKWALL,FLYBE LTD,S,119,0,14,9.774436,28.571429,28.571429,9.774436,9.774436,1.503759,0.75188,0.75188,0,0,10.526316,14.731092,151,91.390728,7.059603
2565,KOKA,Mushroom Flavour Instant Noodles,Cup,Singapore,3.5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,S,150,0,5,12.258065,41.290323,27.096774,3.225806,2.580645,4.516129,2.580645,2.580645,0.645161,0,3.225806,19.393333,0,0,0
2564,TRDP,Mario Masala Noodles,Pack,India,3.75,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,LEEDS BRADFORD,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,57.575758,26.818182
2563,Yamachan,Tokyo Shoyu Ramen,Pack,USA,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,LEEDS BRADFORD,FLYBE LTD,S,27,0,17,0,11.363636,20.454545,11.363636,9.090909,9.090909,0,0,0,0,38.636364,23.703704,0,0,0
2562,Binh Tay,Mi Hai Cua,Pack,Vietnam,4,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,GATWICK,EASYJET AIRLINE COMPANY LTD,S,60,0,0,18.333333,48.333333,20,11.666667,1.666667,0,0,0,0,0,0,4.35,80,81.25,13.0375
2561,Paldo,Premium Gomtang,Pack,South Korea,4,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,HEATHROW,BRITISH AIRWAYS PLC,S,434,0,5,7.517084,51.708428,26.42369,7.061503,5.01139,0.683371,0.22779,0.22779,0,0,1.138952,6.375576,398,89.447236,6.306533
2560,Nissin,Cup Noodles Laksa Flavour,Cup,Hong Kong,4.25,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,HEATHROW,FLYBE LTD,S,161,0,1,30.864198,42.592593,16.666667,4.320988,1.851852,2.469136,0,0.617284,0,0,0.617284,6.037267,0,0,0
2559,Jackpot Teriyaki,Beef Ramen,Pack,USA,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,LONDON CITY,FLYBE LTD,S,90,0,0,1.111111,41.111111,42.222222,6.666667,5.555556,2.222222,1.111111,0,0,0,0,7.933333,87,78.16092,11.563218
2558,KOKA,Creamy Soup With Crushed Noodles Hot & Sour Fish Flavor,Cup,Singapore,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,LUTON,EASYJET AIRLINE COMPANY LTD,S,36,0,0,2.777778,52.777778,30.555556,8.333333,0,0,5.555556,0,0,0,0,11,38,73.684211,11.394737
2557,Yamachan,Sapporo Miso Ramen,Pack,USA,4.75,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,LUTON,EASYJET SWITZERLAND,S,2,0,0,0,50,0,0,50,0,0,0,0,0,0,24,0,0,0
2556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,4.25,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,MANCHESTER,FLYBE LTD,S,272,0,0,6.985294,59.926471,25,2.941176,2.941176,1.102941,1.102941,0,0,0,0,5.191176,331,83.081571,10.117825
2555,Samyang Foods,Song Song Kimchi Big Bowl,Bowl,South Korea,4.25,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,NEWCASTLE,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,91.463415,7.45122
2554,Yum-Mie,Instant Noodles Beef In Light Soup Flavour,Pack,Ghana,3.5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,NEWCASTLE,FLYBE LTD,S,73,0,12,4.705882,18.823529,32.941176,12.941176,9.411765,4.705882,0,2.352941,0,0,14.117647,19.876712,0,0,0
2553,Nissin,Hakata Ramen Noodle White Tonkotsu,Bowl,Japan,4.75,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,NORWICH,BMI REGIONAL,S,107,0,3,4.545455,40,26.363636,6.363636,11.818182,6.363636,1.818182,0,0,0,2.727273,14.962617,99,85.858586,10.070707
2552,MyKuali,Penang White Curry Rice Vermicelli Soup,Bowl,Malaysia,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,NORWICH,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,79.032258,11.346774
2551,KOKA,Signature Tom Yum Flavor Instant Noodles,Pack,Singapore,4,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,NORWICH,FLYBE LTD,S,119,0,16,1.481481,21.481481,31.111111,13.333333,11.111111,5.925926,2.962963,0.740741,0,0,11.851852,24.084034,1,0,49
2550,Samyang Foods,Paegaejang Ramen,Pack,South Korea,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,NORWICH,LOGANAIR LTD,S,6,0,0,0,50,33.333333,0,16.666667,0,0,0,0,0,0,8.666667,0,0,0
2549,Nissin,Gekikara Ramen Extra Hot Ramen Goreng,Pack,Indonesia,4.5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,SCATSTA,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
2548,Ottogi,Plain Instant Noodle No Soup Included,Pack,South Korea,,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,SUMBURGH,EASTERN AIRWAYS,S,134,0,64,9.090909,16.161616,19.191919,4.545455,6.060606,4.545455,4.545455,3.030303,0.505051,0,32.323232,37.358209,148,52.702703,50.25
2547,Sichuan Guangyou,Chongqing Spicy Hot Noodles,Bowl,China,4,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,SUMBURGH,FLYBE LTD,S,20,0,14,2.941176,23.529412,17.647059,2.941176,2.941176,8.823529,0,0,0,0,41.176471,18.35,195,89.230769,7.538462
2546,New Touch,Sugo-Men Kyoto Backfat Shoyu Ramen,Bowl,Japan,3.75,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,SUMBURGH,LOGANAIR LTD,S,235,0,11,8.130081,40.650407,23.170732,4.878049,8.943089,5.691057,3.252033,0.813008,0,0,4.471545,19.229787,1,100,0
2545,KOKA,Instant Noodles Laksa Singapura Flavour,Pack,Singapore,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,SOUTHAMPTON,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,74.576271,23.644068
2544,Lipton,Cup-A-Soup Chicken Noodle With White Meat Instant Soup,Box,USA,1.5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,SOUTHAMPTON,FLYBE LTD,S,77,0,19,3.125,33.333333,17.708333,9.375,9.375,4.166667,1.041667,2.083333,0,0,19.791667,21.337662,0,0,0
2543,KOKA,Curry Flavour Instant Noodles,Cup,Singapore,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,SOUTHEND,FLYBE LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,260
2542,Acecook,Super Cup Yochan Ika Yakisoba,Tray,Japan,1.5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,STORNOWAY,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,82.857143,10.314286
2541,Nissin,Cup Noodles Very Veggie Spicy Chicken Flavor Ramen Noodle Soup,Cup,USA,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,STORNOWAY,FLYBE LTD,S,40,0,6,17.391304,21.73913,17.391304,8.695652,10.869565,6.521739,4.347826,0,0,0,13.043478,22.425,0,0,0
2540,Wei Lih,GGE Noodle Snack Wheat Crackers Mexican Spicy,Pack,Taiwan,3.25,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,DURHAM TEES VALLEY,EASTERN AIRWAYS,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1
2539,Nissin,Demae Iccho Tonkotsu Flavour Instant Noodle,Cup,Hong Kong,3.75,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,DURHAM TEES VALLEY,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,87.378641,9.873786
2538,Nissin,Cup Noodles Very Veggie Beef Flavor Ramen Noodle Soup,Cup,USA,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,DURHAM TEES VALLEY,FLYBE LTD,S,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,Nissin,Cup NoodlesTom Yam Seafood (More Shrimptacular),Cup,Singapore,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,DURHAM TEES VALLEY,LOGANAIR LTD,S,117,0,9,19.84127,50,7.936508,2.380952,2.380952,6.349206,3.174603,0.793651,0,0,7.142857,14.367521,0,0,0
2536,Lele,Instant Noodles Beef,Pack,Ghana,3.5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,WICK JOHN O GROATS,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,82.857143,11.785714
2535,Nissin,Cup Noodles Very Veggie Chicken Flavor Ramen Noodle Soup,Cup,USA,5,,30-04-2018 13:48,201801,ABERDEEN,UNITED KINGDOM,WICK JOHN O GROATS,FLYBE LTD,S,84,0,13,0,25.773196,37.113402,9.278351,6.185567,5.154639,3.092784,0,0,0,13.402062,18.107143,0,0,0
2534,Fujiwara,Hokkaido Hakodate Shoyu Ramen,Pack,Japan,4,,30-04-2018 13:48,201801,ABERDEEN,DENMARK,COPENHAGEN,SAS,S,42,0,0,0,52.380952,35.714286,2.380952,4.761905,4.761905,0,0,0,0,0,7.833333,74,87.837838,5.027027
2533,Nongshim,Shin Ramyun Black,Pack,South Korea,5,,30-04-2018 13:48,201801,ABERDEEN,DENMARK,ESBJERG,BMI REGIONAL,S,26,0,2,3.571429,35.714286,35.714286,10.714286,7.142857,0,0,0,0,0,7.142857,8.153846,45,91.111111,6.666667
2532,Nissin,Nippon Onomichi Ramen,Bowl,Japan,4.75,,30-04-2018 13:48,201801,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),AIR FRANCE,S,134,0,11,13.103448,44.827586,20,8.965517,2.758621,2.758621,0,0,0,0,7.586207,7.253731,122,77.04918,9.762295
2531,Uni-President,Pickled Cabbage Beef,Pack,China,4.25,,30-04-2018 13:48,201801,ABERDEEN,GERMANY,FRANKFURT MAIN,LUFTHANSA,S,121,0,0,9.090909,53.719008,27.272727,5.785124,1.652893,1.652893,0.826446,0,0,0,0,6.289256,121,81.818182,12.628099
2530,Ottogi,Ppushu Ppushu Noodle Snack Honey Butter ,Pack,South Korea,2,,30-04-2018 13:48,201801,ABERDEEN,ICELAND,KEFLAVIK,FLUGFELAG ISLANDS(AIR ICELAND),S,18,0,0,11.111111,61.111111,11.111111,5.555556,5.555556,5.555556,0,0,0,0,0,9.833333,18,88.888889,6.444444
2529,Maruchan,Gotsumori Chanpon Ramen,Bowl,Japan,4.5,,30-04-2018 13:48,201801,ABERDEEN,IRISH REPUBLIC,DUBLIN,AER LINGUS,S,88,0,0,14.772727,56.818182,18.181818,1.136364,6.818182,2.272727,0,0,0,0,0,5.829545,60,95,2.966667
2528,Prima,Juzz's Mee Creamy Chicken Flavour (Export Version),Pack,Singapore,5,,30-04-2018 13:48,201801,ABERDEEN,NETHERLANDS,AMSTERDAM,KLM,S,124,0,7,0.763359,47.328244,30.534351,6.870229,6.870229,2.290076,0,0,0,0,5.343511,8.241935,137,84.671533,8.562044
2527,Uni-President,Mushroom Flavor,Pack,Vietnam,0,,30-04-2018 13:48,201801,ABERDEEN,NETHERLANDS,AMSTERDAM,KLM CITYHOPPER,S,101,0,0,2.970297,48.514851,38.613861,5.940594,2.970297,0,0.990099,0,0,0,0,5.524752,88,84.090909,7.215909
2526,Samyang Foods,Jjamppong Big Bowl,Bowl,South Korea,4.5,,30-04-2018 13:48,201801,ABERDEEN,NORWAY,BERGEN,WIDEROE FLYVESELSKAP A/S,S,98,0,0,1.020408,44.897959,33.673469,8.163265,5.102041,1.020408,4.081633,2.040816,0,0,0,16.122449,90,92.222222,2.977778
2525,Sokensha,Curry Udon,Pack,Japan,3.5,,30-04-2018 13:48,201801,ABERDEEN,NORWAY,HAUGESUND,EASTERN AIRWAYS,C,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,Nissin,Straits Reborn Laksa,Pack,Singapore,5,,30-04-2018 13:48,201801,ABERDEEN,NORWAY,OSLO (GARDERMOEN),BMI REGIONAL,S,36,0,0,0,22.222222,33.333333,13.888889,25,5.555556,0,0,0,0,0,20.333333,42,73.809524,13.47619
2523,Nongshim,Budae Jjigae Noodle Soup,Pack,South Korea,4.5,,30-04-2018 13:48,201801,ABERDEEN,NORWAY,OSLO (GARDERMOEN),SAS,S,18,0,2,0,35,20,10,15,5,5,0,0,0,10,23.833333,30,83.333333,9.633333
2522,Takamori,Hearty Japanese Style Curry Udon,Pack,Japan,5,,30-04-2018 13:48,201801,ABERDEEN,NORWAY,STAVANGER,SAS,S,86,0,2,0,40.909091,32.954545,10.227273,6.818182,4.545455,0,2.272727,0,0,2.272727,16.05814,84,91.666667,6.738095
2521,Nissin,Cup Noodles Potato Chips Black Pepper Crab Flavour,Pack,Singapore,4.5,,30-04-2018 13:48,201801,ABERDEEN,NORWAY,STAVANGER,WIDEROE FLYVESELSKAP A/S,S,78,0,12,1.111111,60,16.666667,3.333333,3.333333,2.222222,0,0,0,0,13.333333,5.538462,108,92.592593,4.268519
2520,Nissin,Cup Noodles Blacl Pepper Crab Flavour (More Angry Crab),Cup,Singapore,5,,30-04-2018 13:48,201801,ABERDEEN,SPAIN,ALICANTE,RYANAIR,S,16,0,0,18.75,43.75,37.5,0,0,0,0,0,0,0,0,0.0625,0,0,0
2519,Guava Story,Anchovy Flavor Guava Rice Noodles,Tray,South Korea,1,,30-04-2018 13:48,201801,ABERDEEN,SPAIN,MALAGA,RYANAIR,S,18,0,0,16.666667,38.888889,38.888889,5.555556,0,0,0,0,0,0,0,2.833333,0,0,0
2518,Samurai Ramen,Umami Ramen,Pack,Japan,4,,30-04-2018 13:48,201801,ABERDEEN,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),TUI AIRWAYS LTD,C,18,0,0,0,27.777778,44.444444,27.777778,0,0,0,0,0,0,0,9.5,18,66.666667,24.444444
2517,Ikeda Shoku,Nabeyaki Tempura Udoin,Bowl,Japan,4.5,,30-04-2018 13:48,201801,ABERDEEN,SWITZERLAND,GENEVA,EASYJET AIRLINE COMPANY LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,237
2516,Fujiwara,Hokkaido Hakodate Miso Ramen,Pack,Japan,3.5,,30-04-2018 13:48,201801,ABERDEEN,SWITZERLAND,GENEVA,EASYJET SWITZERLAND,S,18,0,0,27.777778,33.333333,16.666667,5.555556,16.666667,0,0,0,0,0,0,8.777778,14,71.428571,13.285714
2515,Uni-President,Man Han Feast Spicy Beef Flavor Instant Noodles,Bowl,Taiwan,5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,ABERDEEN,FLYBE LTD,S,60,0,2,1.612903,58.064516,30.645161,0,4.83871,1.612903,0,0,0,0,3.225806,5.05,62,82.258065,11.274194
2514,Ogasawara,Kirin Giraffe Shoyu Ramen,Pack,Japan,4.5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,BELFAST INTERNATIONAL,BRITISH AIRWAYS PLC,S,1,0,0,0,0,100,0,0,0,0,0,0,0,0,14,0,0,0
2513,Pringles,Nissin Top Ramen Chicken Flavor Potato Crisps ,Can,USA,3.5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,BELFAST INTERNATIONAL,FLYBE LTD,S,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
2512,Mom's Dry Noodle,Dan Dan Noodle,Pack,Taiwan,5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,BIRMINGHAM,FLYBE LTD,S,300,0,7,6.188925,51.791531,31.596091,2.931596,3.583062,1.302932,0.325733,0,0,0,2.28013,5.206667,330,90.606061,4.460606
2511,Samyang Foods,Samyang Ramen Classic Edition,Bowl,South Korea,5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,CARDIFF WALES,FLYBE LTD,S,107,0,1,3.703704,45.37037,30.555556,6.481481,7.407407,4.62963,0.925926,0,0,0,0.925926,11.607477,71,94.366197,3.690141
2510,MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,DONCASTER SHEFFIELD,FLYBE LTD,S,1,0,0,0,0,100,0,0,0,0,0,0,0,0,6,0,0,0
2509,Maggi,Hot Heads Green Chilli Noodles,Pack,India,3.5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,EAST MIDLANDS INTERNATIONAL,FLYBE LTD,S,171,0,5,4.545455,57.954545,28.977273,1.704545,3.409091,0.568182,0,0,0,0,2.840909,3.222222,163,93.865031,4.239264
2508,Samyang Foods,Mala Buldak Bokkeummyun,Pack,South Korea,3.75,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,EDINBURGH,AIR HAMBURG,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
2507,Indomie,RMy Noodlez Rumput Laut,Pack,Indonesia,4,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,EDINBURGH,FLYBE LTD,S,216,0,3,3.652968,61.187215,20.091324,4.56621,3.652968,4.56621,0.456621,0.456621,0,0,1.369863,9.37963,235,92.857143,3.140426
2506,KOKA,Delight Chicken Flavor Instant Non-Fried Noodles,Pack,Singapore,3.75,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,EXETER,FLYBE LTD,S,37,0,0,13.513514,45.945946,37.837838,2.702703,0,0,0,0,0,0,0,1.135135,36,72.222222,10.416667
2505,Acecook,Super Cup Torigawa Shoyu,Bowl,Japan,3.5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,FARNBOROUGH,SAXONAIR CHARTER LTD,C,3,0,0,33.333333,33.333333,33.333333,0,0,0,0,0,0,0,0,0.333333,0,0,0
2504,Nongshim,Shin Ramyun,Pack,South Korea,3,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,GLASGOW,FLYBE LTD,S,213,0,10,3.139013,61.883408,22.421525,0.896861,4.484305,0.44843,1.345291,0.896861,0,0,4.484305,7.704225,236,93.220339,3.305085
2503,Sichuan Guangyou,Sweet Potato Instant Noodle Sout-Hot Flavor,Bowl,China,0,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,PRESTWICK,FLYBE LTD,S,2,0,0,0,50,0,0,0,50,0,0,0,0,0,32.5,0,0,0
2502,Indomie,Onion Chicken Flavor,Pack,Nigeria,1.5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,INVERNESS,FLYBE LTD,S,38,0,0,15.789474,36.842105,28.947368,7.894737,10.526316,0,0,0,0,0,0,7.157895,34,73.529412,12.5
2501,Happy Cook,Toona Paste Noodle,Pack,Taiwan,4,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,ISLE OF MAN,FLYBE LTD,S,42,0,2,0,20.454545,31.818182,11.363636,25,6.818182,0,0,0,0,4.545455,20.642857,0,0,0
2500,The Ramen Rater Select,Supreme Creamy Tom Yum Noodle,Box,Malaysia,5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,ISLE OF MAN,VANAIR EUROPE AS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,91.566265,3.204819
2499,KOKA,Creamy Soup With Crushed Noodles Chicken Flavor,Cup,Singapore,5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,LEEDS BRADFORD,FLYBE LTD,S,212,0,6,11.46789,46.330275,28.440367,4.12844,3.669725,3.211009,0,0,0,0,2.752294,6.438679,217,90,9.119816
2498,Nissin,Demae Ramen Spicy Beef,Pack,Germany,3.75,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,LIVERPOOL (JOHN LENNON),FLYBE LTD,S,35,0,0,2.857143,68.571429,28.571429,0,0,0,0,0,0,0,0,1.371429,44,88.636364,4.477273
2497,Nissin,Cup Noodles Spicy,Cup,Germany,3.75,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,HEATHROW,AER LINGUS,S,176,0,3,8.379888,51.396648,24.022346,7.26257,5.027933,2.234637,0,0,0,0,1.675978,6.971591,169,92.528736,3.047337
2496,Nissin,Soba Thai,Pack,Germany,4.5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,HEATHROW,BRITISH AIRWAYS PLC,S,234,0,0,6.837607,60.25641,20.512821,7.264957,4.273504,0.42735,0.42735,0,0,0,0,5.67094,252,85.603113,8.480159
2495,Nissin,Cup Noodles Huhn (Chicken),Cup,Germany,3.75,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,LONDON CITY,FLYBE LTD,S,181,0,5,3.763441,46.774194,33.333333,2.150538,8.064516,3.225806,0,0,0,0,2.688172,9.314917,151,79.375,10.84106
2494,Nissin,Demae Ramen Korean Kimchi,Pack,Germany,3.5,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,MANCHESTER,FLYBE LTD,S,351,0,9,2.222222,48.055556,36.666667,3.611111,3.611111,3.055556,0.277778,0,0,0,2.5,6.749288,355,82.022472,9.622535
2493,Nissin,Cup Noodles Curry,Cup,Germany,3.75,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,MANCHESTER,SAXONAIR CHARTER LTD,C,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,Nissin,Smack Chili,Pack,Hungary,3.75,,30-04-2018 13:48,201801,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,NEWCASTLE,FLYBE LTD,S,42,0,1,0,27.906977,25.581395,16.27907,20.930233,6.976744,0,0,0,0,2.325581,18.928571,0,0,0
