Review #,Brand,Variety,Style,Country,Stars,Top Ten,run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
2366,Samyang Foods,Buldak Bokkeummyun Snack,Pack,South Korea,5,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),FLYBE LTD,S,301,0,7,9.090909,52.272727,26.623377,4.87013,2.597403,1.948052,0.324675,0,0,0,2.272727,5.551495,331,88.519637,5.81571
2365,Samyang Foods,Stew Buldak Bokkeumtangmyun,Pack,South Korea,5,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BELFAST INTERNATIONAL,EASYJET AIRLINE COMPANY LTD,S,150,0,0,1.333333,48.666667,30,11.333333,6,1.333333,1.333333,0,0,0,0,10.306667,152,85.526316,5.315789
2364,Samyang Foods,Cheese Buldak Bokkeummyun,Pack,South Korea,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BELFAST INTERNATIONAL,FLYBE LTD,S,2,0,0,0,0,0,50,0,0,50,0,0,0,0,85.5,0,0,0
2363,Samyang Foods,Buldak Bokkeummyun (New Packaging),Pack,South Korea,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BELFAST INTERNATIONAL,JET2.COM LTD,C,2,0,0,50,0,50,0,0,0,0,0,0,0,0,3.5,0,0,0
2362,Chuan Wei Wang,Bowl Instant Noodles Artificial Spicy Beef Flavor,Bowl,China,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BOURNEMOUTH,ENTER AIR,C,2,0,0,0,0,50,50,0,0,0,0,0,0,0,16.5,0,0,0
2361,Nissin,Demae Iccho Chicken Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,5,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BRISTOL,BMI REGIONAL,S,4,0,0,0,0,0,50,25,25,0,0,0,0,0,36.75,0,0,0
2360,Wai Wai,Instant Noodles Artificial Chicken Flavoured,Pack,India,2,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BRISTOL,EASYJET AIRLINE COMPANY LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24.5
2359,Daikoku,Kitsune Udon,Cup,Japan,2,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BRISTOL,FLYBE LTD,S,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2358,Sichuan Baijia,Pickled Cabbage Flavor Instant Vermicelli,Bowl,China,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BRISTOL,RYANAIR,S,1,0,0,0,0,0,0,100,0,0,0,0,0,0,33,0,0,0
2357,Kamfen,Noodle King Artificial Wonton Soup Flavored,Bowl,Hong Kong,5,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BRISTOL,THOMAS COOK AIRLINES LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
2356,Nongshim,Spicy Shrimp Cup Noodle,Cup,South Korea,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,BRISTOL,TUI AIRWAYS LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
2355,Marutai,Nagasaki Agodashi Shoyu Ramen,Pack,Japan,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,CARDIFF WALES,BMI REGIONAL,S,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,Vifon,Viet Cuisine Bun Rieu Cua Sour Crab Soup Instant Rice Vermicelli,Bowl,Vietnam,5,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,CARDIFF WALES,FLYBE LTD,S,2,0,0,0,0,100,0,0,0,0,0,0,0,0,10.5,5,20,65.2
2353,Nissin,"Cup Noodles Rich Garlic, Egg Yolk & Oxtail",Cup,Japan,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,DONCASTER SHEFFIELD,FLYBE LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43
2352,Uni-President,Minced Pork Flavor Instant Noodles,Pack,Taiwan,1,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,EAST MIDLANDS INTERNATIONAL,FLYBE LTD,S,2,0,0,50,0,0,50,0,0,0,0,0,0,0,10.5,1,100,13
2351,1 To 3 Noodles,Chatpat Masala,Pack,India,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,EAST MIDLANDS INTERNATIONAL,RYANAIR,S,1,0,0,0,0,0,100,0,0,0,0,0,0,0,30,0,0,0
2350,Nissin,Cup Noodles BIG XO Sauce Seafood Flavour,Cup,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,EDINBURGH,FLYBE LTD,S,338,0,3,6.158358,46.041056,33.431085,5.865103,4.398827,1.759531,1.466276,0,0,0,0.879765,8.408284,347,80,10.262248
2349,Fantastic,Noodles Chicken & Corn Flavour,Cup,Australia,3,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,EDINBURGH,JET2.COM LTD,C,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,Ripe'n'Dry,Hokkaido Salt Ramen,Pack,Japan,3,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,EXETER,FLYBE LTD,S,7,0,0,14.285714,0,42.857143,14.285714,14.285714,14.285714,0,0,0,0,0,23.142857,9,66.666667,14.444444
2347,Nissin,Demae Iccho Tonkotsu Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,3,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,GLASGOW,EASYJET AIRLINE COMPANY LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,7
2346,Knorr,Chatt Patta Instant Noodles,Pack,Pakistan,1,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,GLASGOW,FLYBE LTD,S,328,0,6,8.682635,47.60479,25.748503,3.293413,5.08982,4.491018,2.39521,0.898204,0,0,1.796407,13.359756,363,86.885246,7.969697
2345,Sempio,Clam Flavor Soup Kal-guksu,Pack,South Korea,5,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,GLASGOW,JET2.COM LTD,C,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,Nissin,Cup Noodles Sopa Nissin Sabor A Pollo,Cup,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,GUERNSEY,FLYBE LTD,S,54,0,0,14.814815,27.777778,46.296296,5.555556,0,5.555556,0,0,0,0,0,9.37037,52,75,21.057692
2343,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Jugo De Carne,Cup,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,INVERNESS,FLYBE LTD,S,44,0,0,4.545455,36.363636,40.909091,11.363636,2.272727,4.545455,0,0,0,0,0,9.454545,50,78,9.92
2342,Nissin,Sopa Nissin Sabor A Camaron Sopa Instantanea Tipo Ramen,Pack,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,ISLE OF MAN,FLYBE LTD,S,68,0,0,0,30.882353,50,11.764706,4.411765,2.941176,0,0,0,0,0,8.764706,70,70.422535,16.242857
2341,Nissin,Cup Noodles Sopa Nissin Sabor A Carne De Res,Cup,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,JERSEY,FLYBE LTD,S,52,0,0,5.769231,36.538462,44.230769,5.769231,0,5.769231,1.923077,0,0,0,0,10.192308,56,73.214286,23.714286
2340,Nissin,RapiFideo Sabor A Tomate Y Pollo,Cup,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,LEEDS BRADFORD,MONARCH AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,8.5
2339,Nissin,"Cup Noodles Sopa Nissin Sabor Camaron, Habanero Y Limon",Cup,Mexico,3,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,GATWICK,EASYJET AIRLINE COMPANY LTD,S,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2338,Nissin,Sopa Nissin Sabor A Pollo Sopa Instantanea Tipo Ramen,Pack,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,GATWICK,MONARCH AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37.5,23.625
2337,Nissin,Cup Noodles Sopa Nissin Con Camaron,Cup,Mexico,3,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,HEATHROW,FLYBE LTD,S,2,0,0,0,0,50,0,50,0,0,0,0,0,0,33,0,0,0
2336,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Camaron Picante,Cup,Mexico,3,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,LONDON CITY,FLYBE LTD,S,1,0,0,0,0,0,0,0,100,0,0,0,0,0,105,0,0,0
2335,Nissin,Cup Noodles Gourmet Sabor A Caldo De Camaron,Cup,Mexico,5,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,LUTON,MONARCH AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
2334,Nissin,"Sopa Nissin Sabor Mariscos, Habanero Y Limon",Cup,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,STANSTED,RYANAIR,S,1,0,0,0,0,0,0,100,0,0,0,0,0,0,56,0,0,0
2333,Nissin,Maxi Sopa Nissin Cuchareable Sabor A Pollo,Cup,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,MANCHESTER,FLYBE LTD,S,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3,33.333333,26
2332,Nissin,Sopa Nissin Sabor A Res Instantanea Tipo Ramen,Pack,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,MANCHESTER,JET2.COM LTD,S,1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,Nissin,Cup Noodles Sopa Nissin Hot Sauce Sabor A Pollo,Cup,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,MANCHESTER,RYANAIR,S,1,0,0,0,0,0,0,0,100,0,0,0,0,0,68,0,0,0
2330,Ve Wong,Little Prince(ss) Brand Snack Noodles Artificial Mexican Pizza Flavor,Pack,Taiwan,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,NEWCASTLE,EASTERN AIRWAYS,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0
2329,Patanjali,Atta Noodles Jhatpat Banao Befikr Khao,Pack,India,5,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,NEWCASTLE,FLYBE LTD,S,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,28
2328,Qin Zong,Shaanxi Cold Noot Hot & Sour Flavor,Pack,China,3,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,NEWQUAY,FLYBE LTD,S,6,0,0,0,0,50,0,33.333333,0,0,16.666667,0,0,0,57.666667,1,0,56
2327,Nissin,Cup Noodles Spicy Lime Flavor Ramen Noodle Soup (New Recipe),Cup,USA,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,NORWICH,EDELWEISS AIR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19
2326,Nissin,Demae Iccho Tokyo Shoru Tonkotsu Instant Noodle,Cup,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,SOUTHAMPTON,FLYBE LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62.5,47.875
2325,Pran,Mr. Noodles Curry Flavor Instant Noodles,Pack,Bangladesh,4,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,SOUTHEND,FLYBE LTD,S,1,0,0,0,0,100,0,0,0,0,0,0,0,0,11,0,0,0
2324,Paldo,Bul Jjajangmyeon,Pack,South Korea,5,,30-04-2018 13:48,201801,BIRMINGHAM,UNITED KINGDOM,DURHAM TEES VALLEY,CELLO AVIATION LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0
2323,Ogasawara,Kirin Giraffe Shio Ramen,Pack,Japan,5,,30-04-2018 13:48,201801,BIRMINGHAM,USA,NEW YORK (JF KENNEDY),AMERICAN AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.333333,59.166667
2322,Sapporo Ichiban,Mie Kamayama Ramen Gyukotsu Misoaji,Bowl,Japan,3,,30-04-2018 13:48,201801,BIRMINGHAM,USA,NEW YORK (NEWARK),UNITED AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,66.666667,21.071429
2321,Sau Tao,Black Pepper XO Sauce Flavour,Bowl,Hong Kong,5,,30-04-2018 13:48,201801,BIRMINGHAM,GAMBIA,BANJUL,THOMAS COOK AIRLINES LTD,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32
2320,Nissin,Nupasta Bolognese Flavour Instant Noodle,Cup,Japan,4,,30-04-2018 13:48,201801,BIRMINGHAM,GAMBIA,BANJUL,THOMAS COOK AIRLINES LTD,S,18,0,0,0,5.555556,61.111111,11.111111,11.111111,11.111111,0,0,0,0,0,20.111111,12,57.142857,27.833333
2319,Nongshim,Saeutang Sabalmyeon,Bowl,South Korea,3.5,,30-04-2018 13:48,201801,BIRMINGHAM,AUSTRIA,GRAZ,BMI REGIONAL,S,18,0,0,5.555556,22.222222,38.888889,0,16.666667,16.666667,0,0,0,0,0,22,0,0,0
2318,Happy Cook,Sichuan Spicy Flavor,Pack,Taiwan,5,,30-04-2018 13:48,201801,BIRMINGHAM,AUSTRIA,INNSBRUCK,AUSTRIAN AIRLINES,C,8,0,0,0,62.5,0,25,0,12.5,0,0,0,0,0,14.125,8,75,10.25
2317,MAMA,Instant Bowl Noodles Shrimp (Tom Yum) Flavor Base,Bowl,Thailand,4,,30-04-2018 13:48,201801,BIRMINGHAM,AUSTRIA,INNSBRUCK,MONARCH AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,66.666667,33.083333
2316,Nissin,Cup Noodle Spicy Curry Chicken,Cup,Japan,5,,30-04-2018 13:48,201801,BIRMINGHAM,AUSTRIA,INNSBRUCK,TUI AIRWAYS LTD,C,8,0,0,12.5,12.5,50,0,25,0,0,0,0,0,0,15.25,8,62.5,31.5
2315,Goku-Uma,Ramen Noodles Miso Flavor,Bowl,USA,3,,30-04-2018 13:48,201801,BIRMINGHAM,AUSTRIA,SALZBURG,EUROWINGS LUFTVERKEHRS,S,18,0,0,22.222222,50,27.777778,0,0,0,0,0,0,0,0,1.666667,0,0,0
2314,Nissin,Cup Noodles Spicy Beef Flavour,Cup,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,AUSTRIA,SALZBURG,JET2.COM LTD,S,8,0,0,0,50,37.5,12.5,0,0,0,0,0,0,0,8,0,0,0
2313,Xiao Ban Mian,Sesame Oil With Garlic Flavor Thin Noodle,Pack,Taiwan,3.5,,30-04-2018 13:48,201801,BIRMINGHAM,AUSTRIA,SALZBURG,MONARCH AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62.5,9
2312,Xiao Ban Mian,Traditional Shallot & Onion Oil Noodle,Pack,Taiwan,5,,30-04-2018 13:48,201801,BIRMINGHAM,AUSTRIA,SALZBURG,TUI AIRWAYS LTD,C,8,0,0,12.5,25,37.5,25,0,0,0,0,0,0,0,9.125,8,87.5,3
2311,Xiao Ban Mian,Sesame Sauce Matcha Noodle,Pack,Taiwan,3.8,,30-04-2018 13:48,201801,BIRMINGHAM,AUSTRIA,VIENNA,EUROWINGS LUFTVERKEHRS,S,36,0,0,5.555556,47.222222,33.333333,2.777778,11.111111,0,0,0,0,0,0,7.138889,0,0,0
2310,Pran,Mr. Noodles Instant Noodles Beef Flavour,Pack,Bangladesh,4,,30-04-2018 13:48,201801,BIRMINGHAM,BELGIUM,BRUSSELS,BRUSSELS AIRLINES,S,147,0,0,6.122449,40.136054,36.734694,11.564626,4.761905,0.680272,0,0,0,0,0,6.911565,178,75.280899,14.202247
2309,Nissin,Cup Noodles Big Seafood Flavour,Cup,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,CYPRUS,LARNACA,BLUE AIR TRANSPORT AERIAN,S,26,0,0,7.692308,19.230769,23.076923,19.230769,23.076923,7.692308,0,0,0,0,0,23.423077,0,0,0
2308,Fantastic,Noodles Chicken Chow Mein Flavour,Cup,Australia,4,,30-04-2018 13:48,201801,BIRMINGHAM,CYPRUS,LARNACA,COBALT,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,87.5,6.5
2307,Ottogi,Ramyun Sabor Pollo,Pack,Mexico,4,,30-04-2018 13:48,201801,BIRMINGHAM,CYPRUS,LARNACA,MONARCH AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,86.363636,6
2306,Nissin,Demae Iccho Black Garlic Oil Tonkotsu Flavour Instant Noodles,Cup,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,CYPRUS,PAPHOS,TUI AIRWAYS LTD,C,10,0,0,0,20,40,40,0,0,0,0,0,0,0,12.2,8,75,10.25
2305,Ajinatori,Chicken Flavor Ramen,Pack,Japan,4,,30-04-2018 13:48,201801,BIRMINGHAM,DENMARK,COPENHAGEN,SAS,S,88,0,0,0,42.045455,43.181818,11.363636,3.409091,0,0,0,0,0,0,7.034091,86,84.883721,6.581395
2304,Maggi,2 Minute Noodles Masala Spicy,Pack,India,5,,30-04-2018 13:48,201801,BIRMINGHAM,FINLAND,ENONTEKIO,ENTER AIR,C,3,0,0,0,33.333333,33.333333,0,33.333333,0,0,0,0,0,0,13.333333,0,0,0
2303,Maruchan,Sopa Maruchan Sobar A Camaron,Pack,Mexico,3,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,CHAMBERY,FLYBE LTD,S,9,0,1,0,20,50,0,10,10,0,0,0,0,10,17.666667,8,75,8.75
2302,Nissin,Yakisoba,Tray,Japan,5,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,CHAMBERY,GERMANIA FLUGGESELLSCHAFT,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62.5,23.5
2301,Suimin,Noodle With Oriental Chicken Flavour,Cup,Australia,3,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,CHAMBERY,TITAN AIRWAYS LTD,C,10,0,0,10,20,50,20,0,0,0,0,0,0,0,7.4,8,87.5,15.5
2300,Nissin,Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle,Pack,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,CHAMBERY,TUI AIRWAYS LTD,C,8,0,0,0,12.5,75,0,12.5,0,0,0,0,0,0,10.375,8,50,18.875
2299,Cintan,Mi Segera Mmm... Original,Pack,Malaysia,3,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,FIGARI,ADRIA AIRWAYS,C,2,0,0,0,0,0,50,50,0,0,0,0,0,0,36.5,0,0,0
2298,Nissin,Cup Noodles Spicy Chile Chicken (New Recipe),Cup,USA,4,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,GRENOBLE,EASYJET AIRLINE COMPANY LTD,S,8,0,0,0,25,50,12.5,0,0,0,12.5,0,0,0,31.125,8,50,31.875
2297,Chuan Wei Wang,Bowl Instant Noodles Artificial Beef With Sauerkraut Flavor,Bowl,China,3,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,GRENOBLE,JET2.COM LTD,S,9,0,0,11.111111,44.444444,22.222222,11.111111,0,0,11.111111,0,0,0,0,21.333333,0,0,0
2296,Suimin,Noodles With Chicken Flavour,Cup,Australia,3,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,GRENOBLE,MONARCH AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,75,14.75
2295,Nissin,Cup Noodles Seafood,Cup,China,4,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,GRENOBLE,RYANAIR,S,1,0,0,0,0,100,0,0,0,0,0,0,0,0,8,0,0,0
2294,Sapporo Ichiban,Tabimen AizuKitakata Gyokai Shoyu Ramen,Bowl,Japan,4,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,GRENOBLE,THOMAS COOK AIRLINES LTD,C,8,0,0,0,12.5,37.5,0,25,25,0,0,0,0,0,33,10,40,30.4
2293,Nissin,Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle,Pack,Hong Kong,5,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,LYON,FLYBE LTD,S,43,0,0,2.325581,37.209302,39.534884,13.953488,6.976744,0,0,0,0,0,0,7.162791,52,76.923077,11.826923
2292,Sichuan Baijia,Chongqing Noodles Spicy Hot Flavor,Pack,China,5,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,NANTES,BRUSSELS AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
2291,Samyang Foods,Buldak Bokkummyun Cheese Flavor,Pack,South Korea,4,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,NANTES,FLYBE LTD,S,6,0,0,0,33.333333,33.333333,33.333333,0,0,0,0,0,0,0,10,22,95.454545,3.136364
2290,Nissin,Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle,Pack,Hong Kong,5,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,PARIS (CHARLES DE GAULLE),AIR FRANCE,S,156,0,0,1.923077,35.25641,36.538462,16.025641,8.333333,0.641026,1.282051,0,0,0,0,11.205128,166,72.289157,12.891566
2289,Myojo,Shin Toyama Black Ramen,Bowl,Japan,4,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,PARIS (CHARLES DE GAULLE),EASYJET AIRLINE COMPANY LTD,S,1,0,0,0,0,0,0,0,100,0,0,0,0,0,95,0,0,0
2288,Nissin,Cup Noodles Tom Yum Goong Flavour,Cup,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,PARIS (CHARLES DE GAULLE),ENTER AIR,C,2,0,0,0,0,50,50,0,0,0,0,0,0,0,19,0,0,0
2287,Master Kong,Artificial Abalone Crab Flavor Instant Noodle,Pack,China,0,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,PARIS (CHARLES DE GAULLE),FLYBE LTD,S,178,0,0,7.865169,34.269663,42.696629,10.11236,2.808989,1.685393,0.561798,0,0,0,0,7.865169,176,70.454545,14.573864
2286,Kamfen,Noodle King Artificial Abalone And Chicken Soup Flavored,Bowl,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,PARIS (ORLY),FLYBE LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
2285,Fantastic,Noodles Beef Flavour,Cup,Australia,3,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,PARIS (ORLY),VUELING AIRLINES,S,2,0,0,0,50,50,0,0,0,0,0,0,0,0,2,0,0,0
2284,Nissin,Korean Kimchi Flavour Vermicelli,Cup,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,TOULOUSE (BLAGNAC),FLYBE LTD,S,32,0,0,6.25,43.75,43.75,3.125,3.125,0,0,0,0,0,0,3.125,50,80,16.96
2283,Nissin,Raoh Pork Bone Soy Soup Noodle,Pack,Japan,5,,30-04-2018 13:48,201801,BIRMINGHAM,FRANCE,TOULOUSE (BLAGNAC),TUI AIRWAYS LTD,C,8,0,0,0,50,37.5,0,12.5,0,0,0,0,0,0,8.75,8,87.5,3.625
2282,Samyang Foods,Gold Jjamppong Fried Noodle,Pack,South Korea,5,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,BERLIN (TEGEL),FLYBE LTD,S,78,0,0,3.846154,43.589744,48.717949,2.564103,1.282051,0,0,0,0,0,0,2.692308,90,82.222222,8.844444
2281,Nissin,Demae Iccho Red Hot Seafood Flavour Instant Noodle,Cup,Hong Kong,4,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,DUSSELDORF,EUROWINGS LUFTVERKEHRS,S,148,0,2,0,6,19.333333,39.333333,28,4,1.333333,0,0.666667,0,1.333333,29.689189,134,75.373134,12.029851
2280,Sichuan Baijia,Chongqing Noodles Hot & Sour Flavor,Pack,China,4,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,DUSSELDORF,FLYBE LTD,S,192,0,0,4.6875,47.395833,34.375,6.770833,2.604167,3.645833,0.520833,0,0,0,0,7.984375,209,84.037559,7.244019
2279,Nissin,Demae Iccho Spicy Tonkotsu Flavour Instant Noodle (Bowl Noodle),Bowl,Hong Kong,5,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,DUSSELDORF,GERMANWINGS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,87.5,6.875
2278,Nissin,Raoh Tantanmen,Pack,Japan,5,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,FRANKFURT MAIN,LUFTHANSA,S,189,0,0,0.529101,37.566138,46.560847,6.878307,6.349206,1.058201,1.058201,0,0,0,0,9.343915,185,63.101604,17.427027
2277,Goku-Uma,Ramen Noodles Soy Sauce Flavor,Bowl,USA,3,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,HAHN,GERMANIA FLUGGESELLSCHAFT,C,5,0,0,60,20,20,0,0,0,0,0,0,0,0,0.6,5,60,14
2276,Nissin,Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe),Cup,USA,3,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,HAHN,TUI AIRWAYS LTD,C,1,0,0,0,0,0,100,0,0,0,0,0,0,0,21,0,0,0
2275,JML,Hot & Sour Beef Noodles,Pack,China,4,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,HAMBURG,EUROWINGS LUFTVERKEHRS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,86.111111,6.970588
2274,Suimin,Noodles With Braised Beef Flavour,Cup,Australia,4,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,HAMBURG,FLYBE LTD,S,33,0,0,3.030303,39.393939,42.424242,3.030303,0,6.060606,0,3.030303,3.030303,0,0,41.606061,0,0,0
2273,Uni-President,A Q Bucket Noodle Korean Kimchi Flavor,Bowl,Taiwan,4,,30-04-2018 13:48,201801,BIRMINGHAM,GERMANY,HANOVER,FLYBE LTD,S,44,0,0,6.818182,18.181818,40.909091,13.636364,18.181818,2.272727,0,0,0,0,0,14.840909,60,85,7.983333
